100,0.0034778
100,0.0041965
100,0.0035099
100,0.004038
100,0.0064453
1000,0.0288167
1000,0.0259238
1000,0.0386866
1000,0.0274375
1000,0.0262117
10000,0.323757
10000,0.302089
10000,0.305551
10000,0.310476
10000,0.312995
50000,1.48706
50000,1.42546
50000,1.51033
50000,1.49815
50000,1.49601
100000,2.99165
100000,2.95317
100000,2.91552
100000,3.05266
100000,2.93626
150000,4.79406
150000,4.90347
150000,4.9037
150000,4.93658
150000,4.9199
200000,5.86269
200000,5.79683
200000,5.87935
200000,5.80423
200000,5.86539
231637,6.43223
231637,6.63249
231637,6.40199
231637,6.49314
231637,6.64952
