100,0.0003389
100,0.000319
100,0.0003249
100,0.00043
100,0.0003836
1000,0.0047686
1000,0.0040004
1000,0.0033719
1000,0.0033478
1000,0.0033458
10000,0.0365965
10000,0.0339251
10000,0.0352152
10000,0.0352391
10000,0.0341346
50000,0.175948
50000,0.184998
50000,0.17705
50000,0.187308
50000,0.187293
100000,0.362854
100000,0.354625
100000,0.361083
100000,0.373124
100000,0.354476
150000,0.533288
150000,0.526278
150000,0.530772
150000,0.544197
150000,0.534179
200000,0.752549
200000,0.709008
200000,0.718147
200000,0.741096
200000,0.70724
231637,0.819965
231637,0.827584
231637,0.825786
231637,0.828288
231637,0.821218
